date,time,p_1,p_2,p_3,p_t
01/06/2011,00:00,-2.3,-0.4,-0.3,2.5
01/06/2011,00:15,-1.7,-0.4,-0.6,1.7
01/06/2011,00:30,-1.1,-1,-0.6,2.6
01/06/2011,00:45,-1,-0.6,-0.3,3.1
01/06/2011,01:00,-1.2,-0.6,-0.2,3.1
01/06/2011,01:15,-1.4,-1.1,-0.9,0.4
01/06/2011,01:30,-3,-1.6,-1.4,-2.8
01/06/2011,01:45,-2.8,-2.1,-1.5,-2.9
01/06/2011,02:00,-2.3,-1.8,-1.6,-2.6
01/06/2011,02:15,-2.1,-1.9,-1.3,-1.7
01/06/2011,02:30,-2.1,-2,-1.2,-1.9
01/06/2011,02:45,-1.8,-1.1,-1,-0.3
01/06/2011,03:00,-1.4,-0.8,-0.5,1
01/06/2011,03:15,-1.1,-0.6,-0.5,1.5
01/06/2011,03:30,-1.1,-0.8,-0.6,0.9
01/06/2011,03:45,-1.3,-1.1,-0.6,0.8
01/06/2011,04:00,-1.3,-1.3,-0.8,0.2
01/06/2011,04:15,-1.4,-1,-0.5,1.7
01/06/2011,04:30,-1.6,-0.6,-0.6,1.4
01/06/2011,04:45,-1.5,-1,-0.6,1.8
01/06/2011,05:00,-1.5,-1.1,-0.8,1.8
01/06/2011,05:15,-1.6,-1,-0.5,2
01/06/2011,05:30,-1.2,-1.1,-0.9,2.5
01/06/2011,05:45,-1.1,-0.7,-0.2,4.1
01/06/2011,06:00,-0.8,-0.7,-0.2,4.8
01/06/2011,06:15,-1.2,-1,-0.4,4
01/06/2011,06:30,-1.1,-1.1,-0.4,4
01/06/2011,06:45,-0.8,-1,-0.4,5.2
01/06/2011,07:00,-0.4,-0.8,-0.3,6.6
01/06/2011,07:15,-0.3,-0.6,-0.2,7.1
01/06/2011,07:30,-0.7,-0.7,-0.4,7
01/06/2011,07:45,-0.7,-0.6,-0.2,7.5
01/06/2011,08:00,-0.3,-0.4,-0.1,8.5
01/06/2011,08:15,-0.4,-0.4,-0.1,8.7
01/06/2011,08:30,-0.5,-0.6,-0.2,7.9
01/06/2011,08:45,-1.1,-0.7,-0.4,6.9
01/06/2011,09:00,-1,-0.9,-0.4,6.6
01/06/2011,09:15,-0.7,-1,-0.6,7.4
01/06/2011,09:30,-0.7,-0.6,-0.3,7.9
01/06/2011,09:45,-1.2,-0.9,-0.3,6.7
01/06/2011,10:00,-1,-0.9,-0.5,6.7
01/06/2011,10:15,-1.2,-0.6,-0.4,6.5
01/06/2011,10:30,-1.2,-0.8,-0.2,6.5
01/06/2011,10:45,-1.2,-0.9,-0.3,5.7
01/06/2011,11:00,-1.2,-0.9,-0.4,5.6
01/06/2011,11:15,-0.9,-1.1,-0.3,5.1
01/06/2011,11:30,-1,-0.7,-0.3,5.4
01/06/2011,11:45,-0.7,-0.6,-0.3,6.5
01/06/2011,12:00,-0.6,-0.5,-0.2,6.5
01/06/2011,12:15,-0.7,-0.6,-0.1,6.4
01/06/2011,12:30,-1.2,-0.6,-0.4,5.7
01/06/2011,12:45,-1.4,-0.8,-0.2,5.9
01/06/2011,13:00,-0.4,-0.5,-0.1,7.7
01/06/2011,13:15,-0.7,-0.9,-0.4,5.8
01/06/2011,13:30,-0.7,-0.6,-0.1,6.4
01/06/2011,13:45,-0.7,-0.6,-0.2,7.2
01/06/2011,14:00,-0.7,-0.6,-0.3,6.1
01/06/2011,14:15,-0.6,-0.5,-0.1,6.3
01/06/2011,14:30,-0.3,-0.4,-0.1,6.1
01/06/2011,14:45,-0.3,-0.7,-0.1,5.8
01/06/2011,15:00,-0.7,-0.3,-0.4,5.3
01/06/2011,15:15,-0.5,-0.4,-0.1,5.9
01/06/2011,15:30,-0.2,-0.4,-0.2,6.3
01/06/2011,15:45,-0.9,-0.1,-0.1,5.4
01/06/2011,16:00,-0.4,-0.5,0.1,5.9
01/06/2011,16:15,-0.7,-0.2,0,5.5
01/06/2011,16:30,-0.7,-0.8,-0.1,6.3
01/06/2011,16:45,-0.5,-0.8,-0.3,5.9
01/06/2011,17:00,-0.5,-0.9,-0.2,6.2
01/06/2011,17:15,-0.8,-0.6,-0.1,4.6
01/06/2011,17:30,-0.7,-0.6,-0.3,6.4
01/06/2011,17:45,-0.9,-0.3,-0.2,6.7
01/06/2011,18:00,-1,-0.6,-0.1,6.4
01/06/2011,18:15,-0.5,-0.4,-0.1,7.6
01/06/2011,18:30,-0.8,-1.1,-0.2,5.5
01/06/2011,18:45,-1.2,-0.7,-0.3,6
01/06/2011,19:00,-1,-0.7,-0.2,6.7
01/06/2011,19:15,-1,-0.7,-0.2,6.6
01/06/2011,19:30,-1,-0.5,-0.2,7.2
01/06/2011,19:45,-0.5,-0.4,-0.2,7.1
01/06/2011,20:00,-0.4,-0.3,-0.2,7.5
01/06/2011,20:15,-0.4,-0.6,-0.1,7.2
01/06/2011,20:30,-0.6,-1,-0.3,6.2
01/06/2011,20:45,-0.5,-1.2,-0.7,5.1
01/06/2011,21:00,-0.4,-1,-0.4,6
01/06/2011,21:15,-0.4,-0.7,-0.1,6.8
01/06/2011,21:30,-0.5,-0.4,-0.1,7.2
01/06/2011,21:45,-0.6,-0.3,-0.1,7.3
01/06/2011,22:00,-0.6,-0.3,0,7.7
01/06/2011,22:15,-0.5,-0.2,-0.1,7.5
01/06/2011,22:30,-0.9,-0.2,-0.1,7.3
01/06/2011,22:45,-0.8,-0.4,-0.2,6.8
01/06/2011,23:00,-0.9,-0.7,-0.2,5.4
01/06/2011,23:15,-1.1,-0.8,-0.2,5.1
01/06/2011,23:30,-1.6,-1,-0.2,3.5
01/06/2011,23:45,-1.5,-0.8,-0.1,3.7
02/06/2011,00:00,-1.6,-0.3,-0.1,3.4
02/06/2011,00:15,-1.9,-0.4,-0.1,3.4
02/06/2011,00:30,-2.2,-0.4,0.1,2.6
02/06/2011,00:45,-3.1,-0.1,0.2,1.7
02/06/2011,01:00,-3.7,-0.1,-0.1,1
02/06/2011,01:15,-1.9,-0.5,-0.3,1.8
02/06/2011,01:30,-2.1,-0.3,-0.1,2.1
02/06/2011,01:45,-1.9,-0.2,-0.1,2.6
02/06/2011,02:00,-2.2,-0.1,0,2.5
02/06/2011,02:15,-2,-0.1,0,2.2
02/06/2011,02:30,-1.6,0,0,2.9
02/06/2011,02:45,-1,0,0,3.8
02/06/2011,03:00,-0.9,0,0,4
02/06/2011,03:15,-0.6,0,0,4.4
02/06/2011,03:30,-0.8,0,0.1,4.1
02/06/2011,03:45,-0.5,0,0.1,4.6
02/06/2011,04:00,-0.4,0,0.1,4.7
02/06/2011,04:15,-0.5,0,0,4.5
02/06/2011,04:30,-0.5,0,0,4.5
02/06/2011,04:45,-0.4,0,-0.1,4.9
02/06/2011,05:00,-0.4,0,0,5
02/06/2011,05:15,-0.8,0,0,4.4
02/06/2011,05:30,-1.4,0.1,0,3.9
02/06/2011,05:45,-1.1,0,0,4.3
02/06/2011,06:00,-0.7,0,0,4.8
02/06/2011,06:15,-0.9,0,0,4.4
02/06/2011,06:30,-1,0,0,3.1
02/06/2011,06:45,-1,0,0,3
02/06/2011,07:00,-0.6,0,0,3.8
02/06/2011,07:15,-0.6,0,0,3.7
02/06/2011,07:30,-0.7,0,0,3.4
02/06/2011,07:45,-0.7,0,0,3.6
02/06/2011,08:00,-0.8,0,0,3.2
02/06/2011,08:15,-0.7,-0.1,-0.2,3
02/06/2011,08:30,-0.5,-0.4,-0.2,3
02/06/2011,08:45,-0.8,-0.5,-0.1,2.6
02/06/2011,09:00,-0.8,-0.5,-0.1,3.2
02/06/2011,09:15,-0.3,-0.2,0,4.1
02/06/2011,09:30,-0.3,-0.1,0.1,4.1
02/06/2011,09:45,-0.6,-0.1,0.1,3.9
02/06/2011,10:00,-0.5,-0.1,-0.1,3.3
02/06/2011,10:15,-0.7,-0.4,0,2.7
02/06/2011,10:30,-0.7,-0.5,-0.4,1.5
02/06/2011,10:45,-1.1,-0.6,-0.2,1.7
02/06/2011,11:00,-0.6,-0.7,-0.1,1.7
02/06/2011,11:15,-0.6,-0.4,-0.1,2.1
02/06/2011,11:30,-0.8,-0.6,-0.1,1.8
02/06/2011,11:45,-0.6,-0.6,-0.1,2.2
02/06/2011,12:00,-0.5,-0.2,-0.1,2.4
02/06/2011,12:15,-0.4,-0.1,0.1,3.4
02/06/2011,12:30,-0.4,-0.4,0.1,2.6
02/06/2011,12:45,-0.4,-0.2,0.1,2.2
02/06/2011,13:00,-0.8,-0.1,0.1,2.6
02/06/2011,13:15,-0.8,-0.1,0.1,2.4
02/06/2011,13:30,-0.7,-0.4,0.1,2
02/06/2011,13:45,-0.5,-0.1,0.1,2.2
02/06/2011,14:00,-0.3,-0.2,0.1,2.3
02/06/2011,14:15,-0.4,-0.1,0,2.1
02/06/2011,14:30,-0.6,-0.3,0.1,1.5
02/06/2011,14:45,-0.6,-0.2,0.1,1.7
02/06/2011,15:00,-0.4,-0.3,-0.1,1.2
02/06/2011,15:15,-0.4,-0.3,0,1.5
02/06/2011,15:30,-0.5,-0.3,-0.1,1.1
02/06/2011,15:45,-0.3,-0.2,-0.1,1.7
02/06/2011,16:00,-0.3,-0.5,-0.1,1.1
02/06/2011,16:15,-0.6,-0.6,-0.1,0.8
02/06/2011,16:30,-0.6,-0.6,-0.1,1
02/06/2011,16:45,-0.6,-0.6,-0.3,0.6
02/06/2011,17:00,-1,-0.6,-0.3,1
02/06/2011,17:15,-1,-0.6,-0.4,1
02/06/2011,17:30,-0.9,-0.6,-0.2,1.1
02/06/2011,17:45,-0.8,-0.7,-0.1,1.6
02/06/2011,18:00,-0.6,-0.7,-0.1,1.8
02/06/2011,18:15,-0.7,-0.3,-0.1,2.7
02/06/2011,18:30,-0.9,-0.3,0,2.6
02/06/2011,18:45,-1.2,-0.4,0,2.1
02/06/2011,19:00,-1.2,-0.7,-0.6,2
02/06/2011,19:15,-0.8,-1.3,-0.3,2.8
02/06/2011,19:30,-1,-0.8,-0.5,2.6
02/06/2011,19:45,-0.4,-0.6,-0.4,4.3
02/06/2011,20:00,-1.2,-0.7,-0.2,3.7
02/06/2011,20:15,-0.9,-0.4,-0.2,4
02/06/2011,20:30,-0.5,-0.5,-0.1,5.2
02/06/2011,20:45,-0.4,-0.4,-0.1,5.6
02/06/2011,21:00,-0.2,-0.3,-0.1,5.9
02/06/2011,21:15,-0.2,-0.2,-0.1,6.8
02/06/2011,21:30,-0.2,-0.2,0,6.7
02/06/2011,21:45,-0.5,-0.2,0,6.3
02/06/2011,22:00,-0.4,-0.2,0.1,6.6
02/06/2011,22:15,-0.7,-0.2,0.1,6.2
02/06/2011,22:30,-1,-0.1,0,5.8
02/06/2011,22:45,-1,-0.3,-0.1,5.7
02/06/2011,23:00,-1.1,-0.3,0,5.5
02/06/2011,23:15,-1.3,-0.3,0,5
02/06/2011,23:30,-1.5,-0.6,-0.3,3.4
02/06/2011,23:45,-1.5,-0.6,-0.2,3.3
03/06/2011,00:00,-2.1,-0.8,-0.3,2.1
03/06/2011,00:15,-2.2,-1,-0.6,1.1
03/06/2011,00:30,-2.3,-1,-0.7,0.6
03/06/2011,00:45,-2.1,-1.3,-0.8,0
03/06/2011,01:00,-1.8,-1,-0.5,0.8
03/06/2011,01:15,-1.5,-0.8,-0.5,1.4
03/06/2011,01:30,-1.9,-0.9,-0.6,0.4
03/06/2011,01:45,-2.2,-0.9,-0.7,-0.3
03/06/2011,02:00,-2.7,-1,-0.6,-1.2
03/06/2011,02:15,-2.7,-1.1,-0.7,-1.7
03/06/2011,02:30,-3.7,-1.4,-1.1,-3.2
03/06/2011,02:45,-4.9,-2.1,-2.1,-6.3
03/06/2011,03:00,-5.3,-2,-1.9,-6.7
03/06/2011,03:15,-4.3,-1.7,-1.9,-5.4
03/06/2011,03:30,-3.6,-1.9,-2.4,-5.8
03/06/2011,03:45,-3.3,-1.7,-2.2,-4.7
03/06/2011,04:00,-2.9,-1.7,-1.8,-3
03/06/2011,04:15,-1.7,-1,-0.9,-0.2
03/06/2011,04:30,-1.5,-0.8,-1.2,0
03/06/2011,04:45,-2,-1.1,-1.1,-0.4
03/06/2011,05:00,-4.8,-1.1,-1.4,-3.9
03/06/2011,05:15,-5.1,-1.7,-1.7,-4.8
03/06/2011,05:30,-5.3,-1.9,-2,-5.5
03/06/2011,05:45,-4.5,-1.6,-1.6,-3.5
03/06/2011,06:00,-2.6,-1.4,-1.2,-1.2
03/06/2011,06:15,-2.4,-1.8,-1.7,-1.7
03/06/2011,06:30,-2.4,-1.8,-1.1,-0.8
03/06/2011,06:45,-2.7,-0.8,-0.6,1.5
03/06/2011,07:00,-2.5,-0.5,-0.5,2.3
03/06/2011,07:15,-1.3,-0.4,-0.3,4.8
03/06/2011,07:30,-1.4,-0.2,-0.2,5.1
03/06/2011,07:45,-1.7,-0.4,-0.1,4.9
03/06/2011,08:00,-2.3,-0.4,-0.2,4.2
03/06/2011,08:15,-2.3,-0.7,-0.5,3.2
03/06/2011,08:30,-2.4,-0.6,-0.6,3.2
03/06/2011,08:45,-2.8,-0.6,-0.7,2.8
03/06/2011,09:00,-2.3,-0.7,-0.2,3.9
03/06/2011,09:15,-1.2,-0.6,-0.2,5
03/06/2011,09:30,-2.2,-0.2,-0.2,4.6
03/06/2011,09:45,-1.4,-0.9,-0.6,4.5
03/06/2011,10:00,-2,-0.9,-0.9,3.1
03/06/2011,10:15,-2.7,-0.3,-0.6,2.8
03/06/2011,10:30,-1.2,-0.6,-0.5,4.4
03/06/2011,10:45,-1.1,-0.4,-0.4,4.9
03/06/2011,11:00,-1.3,-0.7,-0.5,4.5
03/06/2011,11:15,-0.7,-0.1,-0.5,5.1
03/06/2011,11:30,-0.8,-0.7,-0.2,5.2
03/06/2011,11:45,-0.7,-1,-0.3,5.1
03/06/2011,12:00,-0.6,-0.8,-0.4,5.4
03/06/2011,12:15,-1,-0.4,-0.2,5.1
03/06/2011,12:30,-0.8,-0.6,-0.2,4.7
03/06/2011,12:45,-0.9,-0.4,-0.2,5.3
03/06/2011,13:00,-1.1,-0.6,-0.2,4.3
03/06/2011,13:15,-0.9,-0.4,-0.2,4.7
03/06/2011,13:30,-0.7,-0.6,-0.4,3.6
03/06/2011,13:45,-0.9,-0.7,-0.4,4.4
03/06/2011,14:00,-0.7,-0.7,-0.2,4.8
03/06/2011,14:15,-0.5,-0.5,-0.1,4.8
03/06/2011,14:30,-0.6,-1.3,-0.7,2.8
03/06/2011,14:45,-1.2,-0.8,-0.4,2.9
03/06/2011,15:00,-1.2,-0.5,-0.2,5.1
03/06/2011,15:15,-1.3,-0.9,-0.5,3.7
03/06/2011,15:30,-1.5,-0.6,-0.6,4.3
03/06/2011,15:45,-1.2,0.2,-0.1,5
03/06/2011,16:00,-1.6,-0.8,-0.2,3.1
03/06/2011,16:15,-1.9,-0.6,-0.5,2
03/06/2011,16:30,-1.3,-0.7,-0.3,3.8
03/06/2011,16:45,-0.7,-0.6,-1,3.3
03/06/2011,17:00,-1.2,-0.8,-0.2,3.7
03/06/2011,17:15,-1.9,-0.5,-0.3,3.2
03/06/2011,17:30,-1.6,-1.1,-0.5,2.9
03/06/2011,17:45,-2.2,-0.9,-0.8,2.9
03/06/2011,18:00,-2,-0.8,-0.4,3.8
03/06/2011,18:15,-1.5,-0.8,-0.2,5
03/06/2011,18:30,-2.9,-0.8,-0.6,2.6
03/06/2011,18:45,-1.4,-0.7,-0.4,5.4
03/06/2011,19:00,-1.7,-0.7,-0.8,4.7
03/06/2011,19:15,-1.9,-0.6,-0.4,5.3
03/06/2011,19:30,-1.7,-0.7,-0.3,5.1
03/06/2011,19:45,-2.5,-0.6,-0.2,4.7
03/06/2011,20:00,-2.1,-0.6,-0.6,3.8
03/06/2011,20:15,-1.8,-0.6,-0.1,4.7
03/06/2011,20:30,-1.8,-0.2,-0.1,4.9
03/06/2011,20:45,-1.1,-0.4,-0.2,5.4
03/06/2011,21:00,-1.3,-0.4,-0.1,5.3
03/06/2011,21:15,-2,-0.3,-0.1,5.2
03/06/2011,21:30,-1.1,-0.2,-0.1,6
03/06/2011,21:45,-1.2,-0.4,0,5.8
03/06/2011,22:00,-1.5,-1,-0.3,5
03/06/2011,22:15,-2.4,-1.1,-0.6,3
03/06/2011,22:30,-3.6,-1.3,-0.7,0.7
03/06/2011,22:45,-3.2,-1.1,-0.7,1
03/06/2011,23:00,-3,-1.6,-0.9,0.8
03/06/2011,23:15,-3.4,-1.4,-0.4,0.5
03/06/2011,23:30,-4,-1.5,-0.9,-1.1
03/06/2011,23:45,-3.2,-0.9,-0.8,0.4
04/06/2011,00:00,-2.5,-0.4,-0.6,1.7
04/06/2011,00:15,-2,-0.9,-0.5,2
04/06/2011,00:30,-1.8,-1,-0.5,1.9
04/06/2011,00:45,-3,-1.9,-1.5,-2.1
04/06/2011,01:00,-4.1,-1.5,-1.3,-2.9
04/06/2011,01:15,-4,-1.6,-1.3,-3.2
04/06/2011,01:30,-4.9,-1.3,-0.8,-3.5
04/06/2011,01:45,-4,-0.9,-0.8,-2.2
04/06/2011,02:00,-3.4,-1.1,-0.8,-2.2
04/06/2011,02:15,-2.5,-1.1,-0.7,-0.8
04/06/2011,02:30,-3.5,-0.6,-0.3,-0.7
04/06/2011,02:45,-3.3,-0.6,-0.4,-0.8
04/06/2011,03:00,-3.1,-0.4,-0.2,-0.2
04/06/2011,03:15,-3.3,-0.2,-0.1,0.3
04/06/2011,03:30,-1.3,-0.6,-0.3,1.5
04/06/2011,03:45,-1.4,-0.9,-0.6,1
04/06/2011,04:00,-2.2,-1.2,-1.1,-1.2
04/06/2011,04:15,-2.9,-0.6,-0.7,-1.6
04/06/2011,04:30,-5.4,0.1,-0.3,-3.3
04/06/2011,04:45,-5.8,-0.2,-0.3,-3.2
04/06/2011,05:00,-5.4,-0.2,-1,-3.7
04/06/2011,05:15,-5.1,-0.4,-1.7,-4.7
04/06/2011,05:30,-4.8,-0.5,-1.9,-4.8
04/06/2011,05:45,-4,-1,-1.4,-3.4
04/06/2011,06:00,-2.4,-0.5,-0.7,-0.3
04/06/2011,06:15,-2.1,-0.5,-0.4,0.9
04/06/2011,06:30,-2.3,-1.1,-0.6,-0.5
04/06/2011,06:45,-2.2,-1.3,-1.4,-1.6
04/06/2011,07:00,-3.3,-1.6,-0.8,-2.2
04/06/2011,07:15,-3.8,-0.9,-0.5,-1.6
04/06/2011,07:30,-4.1,-0.7,-0.6,-1.5
04/06/2011,07:45,-4.1,-1.3,-0.9,-2.1
04/06/2011,08:00,-3.4,-1.5,-1.3,-2.4
04/06/2011,08:15,-3.4,-2.8,-2.5,-4.4
04/06/2011,08:30,-3.1,-3.2,-2.1,-4.6
04/06/2011,08:45,-3.1,-2.4,-1.6,-2.7
04/06/2011,09:00,-1.8,-0.9,-0.9,1.8
04/06/2011,09:15,-1,-0.1,-0.5,3.5
04/06/2011,09:30,-1.1,-0.9,-0.4,2.8
04/06/2011,09:45,-1.5,-0.9,-0.1,3.3
04/06/2011,10:00,-1.2,-0.2,-0.1,4.2
04/06/2011,10:15,-1.2,-0.5,0,4.1
04/06/2011,10:30,-1.1,-0.5,0.1,4.4
04/06/2011,10:45,-0.7,-0.4,-0.3,4
04/06/2011,11:00,-0.6,-0.5,-0.1,4.2
04/06/2011,11:15,-1,-0.5,-0.1,3.7
04/06/2011,11:30,-0.8,-0.2,-0.1,4.4
04/06/2011,11:45,-0.5,-0.4,0.1,4.9
04/06/2011,12:00,-0.5,-0.1,0.1,5.8
04/06/2011,12:15,-0.9,-0.1,0.1,4.8
04/06/2011,12:30,-0.4,-0.3,0.1,4.6
04/06/2011,12:45,-0.6,-0.5,0.1,4.1
04/06/2011,13:00,-0.2,-0.4,0.1,4.8
04/06/2011,13:15,-0.4,-0.3,-0.1,4
04/06/2011,13:30,-0.7,0.1,0.1,4
04/06/2011,13:45,-0.5,-0.1,0.2,4.1
04/06/2011,14:00,-0.6,-0.4,-0.1,3.4
04/06/2011,14:15,-0.7,-0.9,-0.1,2.5
04/06/2011,14:30,-0.8,-0.3,-0.2,1.9
04/06/2011,14:45,-0.9,-0.8,-0.4,2.3
04/06/2011,15:00,-1,-1,-0.6,1.6
04/06/2011,15:15,-1,-0.4,-0.3,1.8
04/06/2011,15:30,-0.6,-0.6,-0.1,3.1
04/06/2011,15:45,-0.7,-0.6,-0.5,2.3
04/06/2011,16:00,-1.1,-0.7,-0.1,2.7
04/06/2011,16:15,-0.3,-0.7,-0.1,3.4
04/06/2011,16:30,-0.7,-0.7,-0.2,2.6
04/06/2011,16:45,-0.4,-0.6,-0.2,3
04/06/2011,17:00,-1.1,-1.1,-0.4,1.9
04/06/2011,17:15,-1.4,-0.6,-0.6,2
04/06/2011,17:30,-1.5,-0.9,-0.9,1.6
04/06/2011,17:45,-1.8,-1,-0.7,1.5
04/06/2011,18:00,-2.1,-1.4,-0.6,0.7
04/06/2011,18:15,-2.1,-1.7,-1,-0.2
04/06/2011,18:30,-2.2,-1.3,-0.9,1.9
04/06/2011,18:45,-2.5,-1.6,-0.9,1.2
04/06/2011,19:00,-2.1,-1.3,-0.9,1.3
04/06/2011,19:15,-2.3,-1.5,-1.2,0.9
04/06/2011,19:30,-1.4,-1.1,-0.9,3.1
04/06/2011,19:45,-1.3,-1.2,-0.7,3.1
04/06/2011,20:00,-1.9,-1.2,-0.9,2.9
04/06/2011,20:15,-2.1,-1,-0.5,2.8
04/06/2011,20:30,-1.9,-0.1,-0.4,3.6
04/06/2011,20:45,-1.8,-0.6,-0.1,3.2
04/06/2011,21:00,-2.4,-0.7,-0.3,2.8
04/06/2011,21:15,-2.5,-0.7,-0.4,2.8
04/06/2011,21:30,-2.7,-0.9,-0.4,2.2
04/06/2011,21:45,-2.6,-1.2,-0.6,2.3
04/06/2011,22:00,-3.4,-1.2,-0.8,0.8
04/06/2011,22:15,-3.5,-1.5,-1.1,-0.2
04/06/2011,22:30,-3.6,-1.4,-1.3,-0.4
04/06/2011,22:45,-3.4,-1.8,-1.8,-0.9
04/06/2011,23:00,-3.5,-2.2,-1.6,-1.6
04/06/2011,23:15,-4,-2.2,-2.1,-2.8
04/06/2011,23:30,-3.6,-2.1,-1.7,-2.3
04/06/2011,23:45,-3.4,-2,-1.6,-2
05/06/2011,00:00,-3.3,-1.9,-1.6,-2.1
05/06/2011,00:15,-3.9,-1.9,-1,-2.9
05/06/2011,00:30,-4.4,-1.8,-1,-3
05/06/2011,00:45,-4.6,-2,-1.6,-4.9
05/06/2011,01:00,-5.3,-3.1,-1.5,-6.7
05/06/2011,01:15,-4,-2.3,-1.2,-5
05/06/2011,01:30,-4.4,-2.6,-1.5,-5.9
05/06/2011,01:45,-5.5,-2.6,-1.5,-7
05/06/2011,02:00,-5.3,-2.3,-1.3,-6.2
05/06/2011,02:15,-3.9,-3,-2,-7.9
05/06/2011,02:30,-4.4,-3.5,-2.2,-8.2
05/06/2011,02:45,-3.5,-3.4,-2.1,-6.4
05/06/2011,03:00,-2.7,-2.4,-1.6,-3.6
05/06/2011,03:15,-2.3,-2.2,-1.4,-3
05/06/2011,03:30,-3.2,-1.9,-1.5,-3.8
05/06/2011,03:45,-3.9,-2.3,-1.6,-5.9
05/06/2011,04:00,-4.8,-2.5,-2.1,-7
05/06/2011,04:15,-4.1,-3.6,-2.4,-8.3
05/06/2011,04:30,-3.8,-3.2,-1.8,-6.3
05/06/2011,04:45,-4.4,-3.4,-1.8,-6.8
05/06/2011,05:00,-4.5,-2.3,-1.6,-5.6
05/06/2011,05:15,-3.4,-1.2,-1.1,-2.6
05/06/2011,05:30,-3.4,-0.9,-0.9,-2.1
05/06/2011,05:45,-3.6,-0.6,-1.4,-2.3
05/06/2011,06:00,-2.2,-0.3,-1.3,-0.6
05/06/2011,06:15,-2.1,-0.4,-1.6,-1.3
05/06/2011,06:30,-2.2,-0.3,-1.3,-1.2
05/06/2011,06:45,-2.1,-0.4,-1.3,-0.9
05/06/2011,07:00,-3.1,-1.5,-2.8,-5
05/06/2011,07:15,-3.3,-2.5,-2.7,-6.1
05/06/2011,07:30,-3,-2.7,-2.5,-6.1
05/06/2011,07:45,-2.4,-2.7,-2.2,-4.7
05/06/2011,08:00,-1.8,-1.4,-1.8,-2.7
05/06/2011,08:15,-1,-1.1,-1.2,-0.6
05/06/2011,08:30,-0.8,-1.4,-1.2,-0.5
05/06/2011,08:45,-1.6,-1.3,-1.5,-1.4
05/06/2011,09:00,-1.1,-1.3,-1.1,-0.8
05/06/2011,09:15,-0.6,-0.5,-1.2,1.4
05/06/2011,09:30,-0.6,-0.3,-0.6,1.8
05/06/2011,09:45,-0.8,-0.1,-0.6,1.5
05/06/2011,10:00,-1.1,-0.7,-0.2,1.2
05/06/2011,10:15,-1.1,-0.7,-0.3,1.4
05/06/2011,10:30,-1.3,-0.9,-0.4,1.1
05/06/2011,10:45,-1.2,-0.9,-0.3,1.2
05/06/2011,11:00,-1.3,-1.1,-0.3,0.7
05/06/2011,11:15,-1.5,-0.9,-0.3,0.5
05/06/2011,11:30,-1.8,-1.1,-0.5,0
05/06/2011,11:45,-1.7,-1.1,-0.2,0.5
05/06/2011,12:00,-1.4,-1.4,-0.4,-0.6
05/06/2011,12:15,-1.1,-0.9,-1.4,-0.8
05/06/2011,12:30,-1.4,-0.9,-0.9,-0.4
05/06/2011,12:45,-1.2,-0.7,-0.4,-0.3
05/06/2011,13:00,-1.2,-0.8,-0.2,0.6
05/06/2011,13:15,-0.6,-0.3,-0.1,1.9
05/06/2011,13:30,-0.6,-0.2,-0.1,2.4
05/06/2011,13:45,-0.6,-0.5,0.1,2.1
05/06/2011,14:00,-0.6,-0.2,0.1,2.3
05/06/2011,14:15,-0.8,-0.5,-0.5,0.4
05/06/2011,14:30,-0.4,-0.4,-0.3,1.1
05/06/2011,14:45,-0.4,-0.6,-0.3,1.3
05/06/2011,15:00,-0.8,-0.7,-0.2,-0.2
05/06/2011,15:15,-0.7,-0.7,-0.4,-0.3
05/06/2011,15:30,-0.7,-0.4,-0.2,1.1
05/06/2011,15:45,-0.5,-0.3,-0.1,2
05/06/2011,16:00,-0.6,-0.2,-0.2,2.7
05/06/2011,16:15,-0.2,-0.1,-0.1,4.5
05/06/2011,16:30,-0.1,-0.1,0.1,5.5
05/06/2011,16:45,-2.6,-1,-1.3,-0.4
05/06/2011,17:00,-0.5,-0.2,-0.1,5.4
05/06/2011,17:15,-0.3,0.5,0.1,6.3
05/06/2011,17:30,-0.3,-0.3,-0.1,6.4
05/06/2011,17:45,-0.1,-0.1,0.1,7.6
05/06/2011,18:00,-0.2,-0.1,0.1,7.2
05/06/2011,18:15,-1.1,-1.1,-0.6,3.1
05/06/2011,18:30,-0.2,-0.2,-0.1,8
05/06/2011,18:45,0,-0.4,0.1,7.8
05/06/2011,19:00,-1.1,-0.6,0,6.2
05/06/2011,19:15,-0.4,-0.3,0.1,7.9
05/06/2011,19:30,-0.8,-0.6,-0.1,6.9
05/06/2011,19:45,-1.7,-1.2,-0.8,4
05/06/2011,20:00,-0.6,-0.3,-0.1,6.6
05/06/2011,20:15,-0.5,0.1,-0.1,7.6
05/06/2011,20:30,-0.6,-0.4,-0.1,6.5
05/06/2011,20:45,-0.4,-0.6,-0.2,6
05/06/2011,21:00,-0.2,-0.3,-0.1,6.7
05/06/2011,21:15,-0.1,0.1,0.1,8.4
05/06/2011,21:30,-0.2,0,0.1,8.1
05/06/2011,21:45,-0.6,-0.1,0.1,7.3
05/06/2011,22:00,-0.1,0,0.1,8.3
05/06/2011,22:15,0,0,0.1,8
05/06/2011,22:30,0,-0.2,0,7.5
05/06/2011,22:45,0,-0.1,0.1,7.5
05/06/2011,23:00,0,0,0.1,7.4
05/06/2011,23:15,0,-0.1,0,6.7
05/06/2011,23:30,0,-0.3,0,6.1
