date,time,p_1,p_2,p_3,p_t
16/07/2012,13:00,-1.2,0,-0.5,5.6
16/07/2012,13:15,-1.2,0,-0.5,5.6
16/07/2012,13:30,-1.2,0,-0.5,5.6
16/07/2012,13:45,-1.2,0,-0.5,5.6
16/07/2012,14:00,-1.2,0,-0.5,5.6
16/07/2012,14:15,-1.2,0,-0.5,5.6
16/07/2012,14:30,-1.2,0,-0.5,5.6
16/07/2012,14:45,-1.2,0,-0.5,5.6
16/07/2012,15:00,-1.2,0,-0.5,5.6
16/07/2012,15:15,-1.2,0,-0.5,5.6
16/07/2012,15:30,-1.2,0,-0.5,5.6
16/07/2012,15:45,-1.2,0,-0.5,5.6
16/07/2012,16:00,-1.2,0,-0.5,5.6
16/07/2012,16:15,-1.2,0,-0.5,5.6
16/07/2012,16:30,-1.2,0,-0.5,5.6
16/07/2012,16:45,-1.2,0,-0.5,5.6
16/07/2012,17:00,-1.2,0,-0.5,5.6
16/07/2012,17:15,-1.2,0,-0.5,5.6
16/07/2012,17:30,-1.2,0,-0.5,5.6
16/07/2012,17:45,-1.2,0,-0.5,5.6
16/07/2012,18:00,-1.2,0,-0.5,5.6
16/07/2012,18:15,-1.2,0,-0.5,5.6
16/07/2012,18:30,-1.2,0,-0.5,5.6
16/07/2012,18:45,-1.2,0,-0.5,5.6
16/07/2012,19:00,-1.2,0,-0.5,5.6
16/07/2012,19:15,-1.2,0,-0.5,5.6
16/07/2012,19:30,-1.2,0,-0.5,5.6
16/07/2012,19:45,-1.2,0,-0.5,5.6
16/07/2012,20:00,-1.2,0,-0.5,0.8
16/07/2012,20:15,-4,0,-1.3,-0.5
16/07/2012,20:30,-5.1,0,-1.5,-2.9
16/07/2012,20:45,-4.3,0,-1.3,-2.5
16/07/2012,21:00,-3.8,0,-1.5,-1.2
16/07/2012,21:15,-3.6,0,-1.6,-1
16/07/2012,21:30,-3.6,0,-1.3,-1.2
16/07/2012,21:45,-3.2,0,-1.1,0.8
16/07/2012,22:00,-2.5,0,-0.7,3.5
16/07/2012,22:15,-2.1,0,-0.6,4.1
16/07/2012,22:30,-2.2,0,-0.6,4.1
16/07/2012,22:45,-2.9,0,-0.6,3
16/07/2012,23:00,-4.2,0,-1,-1
16/07/2012,23:15,-3.3,0,-1,-2.2
16/07/2012,23:30,-3.1,0,-1.3,-1.8
16/07/2012,23:45,-2,0,-0.6,1.7
17/07/2012,00:00,-2.1,0,-0.5,1.5
17/07/2012,00:15,-3.8,0,-0.9,-1.5
17/07/2012,00:30,-4,0,-1.4,-4
17/07/2012,00:45,-3.5,0,-1,-2.8
17/07/2012,01:00,-2.7,0,-1,-2
17/07/2012,01:15,-3.8,0,-1.1,-4.1
17/07/2012,01:30,-3.8,0,-1.3,-3.8
17/07/2012,01:45,-4.6,0,-1.6,-6.2
17/07/2012,02:00,-5.5,0,-2,-8.7
17/07/2012,02:15,-4.7,0,-1.4,-6.4
17/07/2012,02:30,-5.3,0,-1.3,-8.5
17/07/2012,02:45,-5.7,0,-1.9,-9.6
17/07/2012,03:00,-6,0,-1.9,-11.3
17/07/2012,03:15,-6.5,-0.1,-2,-11.9
17/07/2012,03:30,-7,0,-2,-13.3
17/07/2012,03:45,-7.5,0,-2.5,-12.9
17/07/2012,04:00,-8,0,-1.9,-14.5
17/07/2012,04:15,-8.2,0,-1.6,-13.8
17/07/2012,04:30,-7.3,0,-2,-13.4
17/07/2012,04:45,-7.7,0,-2.1,-13.7
17/07/2012,05:00,-8.6,0,-1.7,-15.4
17/07/2012,05:15,-8.1,0,-1.7,-13.3
17/07/2012,05:30,-8.4,0,-1.9,-13.9
17/07/2012,05:45,-7.5,0,-1.4,-10.3
17/07/2012,06:00,-8.4,0,-1.4,-12.7
17/07/2012,06:15,-7.3,0,-1.1,-8.3
17/07/2012,06:30,-8.2,0,-1.3,-10.3
17/07/2012,06:45,-6.1,0,-1.3,-6.6
17/07/2012,07:00,-6.5,0,-1.1,-5.9
17/07/2012,07:15,-6.1,0,-1.4,-4.3
17/07/2012,07:30,-6.3,0,-1,-4.2
17/07/2012,07:45,-4.6,0,-1.7,-3.8
17/07/2012,08:00,-3.6,0,-0.8,1.9
17/07/2012,08:15,-2.4,0,-0.7,4.6
17/07/2012,08:30,-2.1,0,-0.3,4.9
17/07/2012,08:45,-2,0,-0.2,5.5
17/07/2012,09:00,-1.6,0,-0.3,6.3
17/07/2012,09:15,-1.3,0,-0.3,6.8
17/07/2012,09:30,-1.6,0,-0.3,7
17/07/2012,09:45,-1,0,-0.1,7.6
17/07/2012,10:00,-1.2,0,-0.2,7.3
17/07/2012,10:15,-0.6,0,-0.1,8.3
17/07/2012,10:30,-0.6,-0.1,0.1,8.8
17/07/2012,10:45,-0.6,0,0.1,9
17/07/2012,11:00,-1.1,0,0,8.5
17/07/2012,11:15,-0.9,0,0.1,8.5
17/07/2012,11:30,-1.4,0,-0.1,6.1
17/07/2012,11:45,-1.5,0,-0.1,5.9
17/07/2012,12:00,-1.5,0,-0.2,5.6
17/07/2012,12:15,-1.7,0,-0.6,5.1
17/07/2012,12:30,-1.4,0,-0.3,5.2
17/07/2012,12:45,-1.7,0,-0.3,5.2
17/07/2012,13:00,-2,0,-0.1,4.7
17/07/2012,13:15,-1.7,0,-0.4,4
17/07/2012,13:30,-1.8,0,-0.6,5.2
17/07/2012,13:45,-4.4,0,-0.5,-0.5
17/07/2012,14:00,-3.4,-1.3,-1.3,-0.8
17/07/2012,14:15,-3.1,0,-1,-0.2
17/07/2012,14:30,-3.2,0,-0.6,-0.2
17/07/2012,14:45,-5.9,0,-1.5,-7.4
17/07/2012,15:00,-6.1,0,-1.2,-5.9
17/07/2012,15:15,-5.1,0,-1.4,-4.2
17/07/2012,15:30,-5.4,0,-0.6,-2
17/07/2012,15:45,-4.9,0,-0.5,-1.3
17/07/2012,16:00,-4.7,-0.5,-0.5,-1.2
17/07/2012,16:15,-3,0,-0.6,1.3
17/07/2012,16:30,-3.6,0,-0.6,0
17/07/2012,16:45,-2.9,-0.3,-0.3,3.9
17/07/2012,17:00,-2.4,0,-0.3,6.6
17/07/2012,17:15,-1.2,-0.4,-0.1,7.6
17/07/2012,17:30,-3.1,-0.5,-0.4,3.6
17/07/2012,17:45,-3.5,-1.4,-0.2,2.3
17/07/2012,18:00,-3.2,-2.1,-0.3,2
17/07/2012,18:15,-6.7,-3.7,-1.1,-5.5
17/07/2012,18:30,-3.9,-0.4,-0.7,4
17/07/2012,18:45,-0.8,-0.1,0.1,8.9
17/07/2012,19:00,-1.3,-0.7,-0.1,7.4
17/07/2012,19:15,-3.2,-1.1,-0.2,3.3
17/07/2012,19:30,-3.7,-2,-1.4,-3.1
17/07/2012,19:45,-5.5,-2.2,-1.2,-3.3
17/07/2012,20:00,-7,-1.6,-1.2,-2.8
17/07/2012,20:15,-4.3,-1.1,-0.5,0.6
17/07/2012,20:30,-3.6,-1.5,-0.7,-0.2
17/07/2012,20:45,-1.8,-1.3,-0.6,3.2
17/07/2012,21:00,-1.4,-0.9,-0.3,3.9
17/07/2012,21:15,-1.8,-0.9,-0.3,4.5
17/07/2012,21:30,-3.1,-1.9,-0.6,1.6
17/07/2012,21:45,-4.2,-2.7,-1,-1.8
17/07/2012,22:00,-4,-2.1,-0.8,-0.5
17/07/2012,22:15,-3.8,-2.5,-1.1,-1.5
17/07/2012,22:30,-3.6,-1.9,-0.5,-0.4
17/07/2012,22:45,-2,-1,-0.5,3.5
17/07/2012,23:00,-2,-0.6,-0.2,3.4
17/07/2012,23:15,-1.8,-0.6,-0.3,3.4
17/07/2012,23:30,-1.6,-0.5,-0.2,3.5
17/07/2012,23:45,-1.7,-0.9,-0.2,2.6
18/07/2012,00:00,-1.6,-0.7,-0.3,2.8
18/07/2012,00:15,-1.6,-0.8,-0.2,2.2
18/07/2012,00:30,-1.6,-0.7,-0.2,2.2
18/07/2012,00:45,-1.5,-0.6,-0.2,2.4
18/07/2012,01:00,-1.5,-0.7,-0.2,2.7
18/07/2012,01:15,-1.4,-0.5,-0.2,1.9
18/07/2012,01:30,-1.5,-1,-0.4,1.9
18/07/2012,01:45,-1.6,-1.2,-0.4,0.8
18/07/2012,02:00,-2.1,-1.2,-0.4,0.3
18/07/2012,02:15,-1.7,-1.2,-0.6,0.3
18/07/2012,02:30,-2.3,-1.2,-0.4,-0.5
18/07/2012,02:45,-2.4,-1.2,-0.4,-0.4
18/07/2012,03:00,-2.3,-1.3,-0.5,-1
18/07/2012,03:15,-2.3,-1.1,-0.5,-0.3
18/07/2012,03:30,-2,-1,-0.5,0.5
18/07/2012,03:45,-2.4,-1.3,-0.5,-0.9
18/07/2012,04:00,-2.6,-1.3,-0.8,-1.3
18/07/2012,04:15,-2.6,-1.5,-1,-1.1
18/07/2012,04:30,-2.1,-1.1,-0.9,-0.7
18/07/2012,04:45,-1.9,-0.2,-1,-0.3
18/07/2012,05:00,-2.4,-0.9,-0.5,0.6
18/07/2012,05:15,-2.5,-1.4,-0.8,-0.2
18/07/2012,05:30,-2.5,-1.7,-1,-0.3
18/07/2012,05:45,-2.9,-2.2,-1.2,-2.1
18/07/2012,06:00,-2.7,-1.9,-1.4,-2.7
18/07/2012,06:15,-3,-1.9,-1,-1.2
18/07/2012,06:30,-3.9,-1.9,-1.6,-4.3
18/07/2012,06:45,-5.3,-3.1,-1.8,-5.8
18/07/2012,07:00,-4.1,-2.4,-1.3,-2.8
18/07/2012,07:15,-4,-2,-1.2,-1.5
18/07/2012,07:30,-3.6,-1.7,-1,-0.3
18/07/2012,07:45,-3.4,-1.5,-0.9,1
18/07/2012,08:00,-3,-1.2,-1,1.6
18/07/2012,08:15,-3.4,-0.8,-1.1,1
18/07/2012,08:30,-3.8,-1.6,-1.1,0.6
18/07/2012,08:45,-3.1,-0.2,-0.7,4.3
18/07/2012,09:00,-3,-0.1,-0.6,4.8
18/07/2012,09:15,-3.1,0,-0.7,3.6
18/07/2012,09:30,-3,0,-0.9,3.9
18/07/2012,09:45,-2.6,-0.1,-0.7,4.5
18/07/2012,10:00,-2.7,0,-0.8,4.1
18/07/2012,10:15,-3,0,-1.1,2.6
18/07/2012,10:30,-3.4,0,-1,3.1
18/07/2012,10:45,-2.7,0,-0.5,4.1
18/07/2012,11:00,-3,0,-1,3.1
18/07/2012,11:15,-2.2,0,-0.5,4
18/07/2012,11:30,-1.2,0,-0.3,6.3
18/07/2012,11:45,-2.4,0,-0.3,4.5
18/07/2012,12:00,-2.4,0,-0.3,4.5
18/07/2012,12:15,-3.5,0,-1.3,-0.6
18/07/2012,12:30,-6.3,0,-1.2,-4.9
18/07/2012,12:45,-6.7,0,-1.3,-5.1
18/07/2012,13:00,-4.7,0,-0.8,-4.9
18/07/2012,13:15,-8,0,-2.2,-10.6
18/07/2012,13:30,-7.6,0,-2,-9.7
18/07/2012,13:45,-4.2,0,-0.9,-3.2
18/07/2012,14:00,-4,0,-1.8,-2.3
18/07/2012,14:15,-3.8,0,-1.6,-3.1
18/07/2012,14:30,-3.8,0,-1.7,-3.3
18/07/2012,14:45,-4.4,0,-2.1,-5.5
18/07/2012,15:00,-4.4,0,-1.5,-5.1
18/07/2012,15:15,-4.6,0,-1.9,-5.7
18/07/2012,15:30,-5.3,0,-1.4,-6.7
18/07/2012,15:45,-5.3,0,-1.5,-5.5
18/07/2012,16:00,-5.3,0,-1.1,-4.7
18/07/2012,16:15,-4.9,-1.8,-1.3,-5.3
18/07/2012,16:30,-3.4,-2,-1.5,-1.7
18/07/2012,16:45,-2.3,-1.2,-1,1.7
18/07/2012,17:00,-1.7,-0.1,-0.4,5.1
18/07/2012,17:15,-2.6,-0.7,-0.5,3.4
18/07/2012,17:30,-2.4,-0.6,-0.2,4.6
18/07/2012,17:45,-2,-0.9,-0.3,4.3
18/07/2012,18:00,-1.5,-0.5,-0.3,6.7
18/07/2012,18:15,-1.8,-0.6,-0.6,4.5
18/07/2012,18:30,-1.4,-0.5,-0.3,6.6
18/07/2012,18:45,-1.2,-0.5,-0.5,6.5
18/07/2012,19:00,-0.7,-0.5,-0.2,6.8
18/07/2012,19:15,-0.5,-0.3,-0.1,7.8
18/07/2012,19:30,-0.9,-0.3,0.2,8.2
18/07/2012,19:45,-1.2,-1.1,-0.3,5.6
18/07/2012,20:00,-1.4,-0.7,-0.3,5.9
18/07/2012,20:15,-1.5,-0.9,-0.6,5
18/07/2012,20:30,-1.8,-1.6,-1,2.7
18/07/2012,20:45,-3,-0.9,-0.6,2.7
18/07/2012,21:00,-2,-0.5,-0.3,3.6
18/07/2012,21:15,-1.9,-1.1,-0.9,3.3
18/07/2012,21:30,-2,-1.4,-0.8,3.1
18/07/2012,21:45,-1.9,-0.2,-0.3,5
18/07/2012,22:00,-1.2,0.1,-0.2,6.3
18/07/2012,22:15,-1,-0.3,-0.1,6.9
18/07/2012,22:30,-1.2,-0.7,0,6.2
18/07/2012,22:45,-0.9,-0.8,-0.1,5.6
18/07/2012,23:00,-1,-0.6,-0.1,5.8
18/07/2012,23:15,-1.1,-0.3,0.1,5.3
18/07/2012,23:30,-1.3,-0.4,-0.1,4.4
18/07/2012,23:45,-0.7,-0.3,0.1,5.3
19/07/2012,00:00,-0.5,-0.3,0.1,5.3
19/07/2012,00:15,-0.6,-0.3,0.1,5
19/07/2012,00:30,-0.8,-0.5,-0.1,4
19/07/2012,00:45,-1,-0.4,-0.1,3.8
19/07/2012,01:00,-1.4,-0.7,-0.1,2.7
19/07/2012,01:15,-1.1,-0.5,-0.1,3.1
19/07/2012,01:30,-1.6,-0.7,0,2.5
19/07/2012,01:45,-1.8,-0.7,-0.1,1.6
19/07/2012,02:00,-1.3,-0.6,-0.1,2.3
19/07/2012,02:15,-1.3,-0.9,-0.2,1.8
19/07/2012,02:30,-0.8,-0.5,-0.1,3.2
19/07/2012,02:45,-1.7,-0.4,-0.1,2.1
19/07/2012,03:00,-1.8,-1.1,-0.4,0.6
19/07/2012,03:15,-1.6,-0.9,-0.8,0.7
19/07/2012,03:30,-1.3,-0.4,-0.4,1.7
19/07/2012,03:45,-1.3,-0.5,-0.3,1.6
19/07/2012,04:00,-1.7,-0.5,-0.5,1.4
19/07/2012,04:15,-2.8,-1.3,-0.9,-1.8
19/07/2012,04:30,-3.1,-1.9,-1.1,-3.4
19/07/2012,04:45,-4.2,-2.4,-1.4,-5.6
19/07/2012,05:00,-4.6,-2.8,-1.4,-4.8
19/07/2012,05:15,-4.3,-2.1,-1.5,-5.4
19/07/2012,05:30,-3.8,-2,-1,-3.2
19/07/2012,05:45,-2.5,-1.6,-1.1,-0.5
19/07/2012,06:00,-2.8,-1.4,-1.1,-0.8
19/07/2012,06:15,-4,-1.9,-1.3,-2.4
19/07/2012,06:30,-3.4,-2.4,-1.5,-3.2
19/07/2012,06:45,-4.7,-1.8,-1.8,-4.8
19/07/2012,07:00,-4.2,-1.4,-1.1,-2.6
19/07/2012,07:15,-3.6,-1.5,-0.9,-1
19/07/2012,07:30,-5.8,-0.7,-0.6,-1.4
19/07/2012,07:45,-6.5,-2,-0.9,-4.8
19/07/2012,08:00,-5.3,-2.6,-2.2,-4.6
19/07/2012,08:15,-6.5,-4.4,-2.1,-7.7
19/07/2012,08:30,-3.3,-4.6,-1.8,-3.6
19/07/2012,08:45,-3.6,-3.3,-1.2,-3.5
19/07/2012,09:00,-3.5,-1.2,-0.7,2.4
19/07/2012,09:15,-2.6,-1.7,-0.5,2.9
19/07/2012,09:30,-2.5,-3.1,-1,1.4
19/07/2012,09:45,-5.9,-5.1,-2.1,-8.2
19/07/2012,10:00,-6,-4.6,-1.6,-7.6
19/07/2012,10:15,-5.9,-3.3,-1,-4.4
19/07/2012,10:30,-6.4,-3.6,-1.6,-9.5
19/07/2012,10:45,-6.3,-3.5,-2.3,-9.5
19/07/2012,11:00,-8.4,-5.2,-2.9,-11.3
19/07/2012,11:15,-8.7,-4.9,-2.3,-11.3
19/07/2012,11:30,-10.2,-7.3,-3.5,-18.3
19/07/2012,11:45,-10.8,-6.7,-4.8,-20.2
19/07/2012,12:00,-10.4,-6.6,-4,-19.2
19/07/2012,12:15,-12.3,-6.7,-3.3,-19.8
19/07/2012,12:30,-11.2,-4.7,-2.4,-12.6
19/07/2012,12:45,-4.1,-2.8,-1.4,-6.7
19/07/2012,13:00,-5.1,-3.2,-1.3,-5.6
19/07/2012,13:15,-6.2,-4.4,-2.1,-12.9
19/07/2012,13:30,-8.3,-4.5,-2.3,-13.5
19/07/2012,13:45,-10.7,-4,-2.9,-14.5
19/07/2012,14:00,-12.3,-7.6,-4.5,-21.6
19/07/2012,14:15,-13.5,-7,-4.7,-25.7
19/07/2012,14:30,-11.2,-7.4,-3.1,-20.1
19/07/2012,14:45,-12.7,-7.4,-5.4,-24.2
19/07/2012,15:00,-10.3,-5.9,-3.7,-16.8
19/07/2012,15:15,-7.6,-5.6,-2.8,-15.8
19/07/2012,15:30,-11.8,-5.8,-2.9,-21.6
19/07/2012,15:45,-9.4,-4.2,-1.6,-12.2
19/07/2012,16:00,-8,-4.6,-2.1,-10.8
19/07/2012,16:15,-6.7,-2.9,-2.1,-6
19/07/2012,16:30,-6.9,-2.9,-1.3,-6.1
19/07/2012,16:45,-12.2,-6.9,-4.9,-23
19/07/2012,17:00,-12.1,-6.4,-4.7,-21.7
19/07/2012,17:15,-10.3,-5.9,-4.6,-18.4
19/07/2012,17:30,-12.2,-5.8,-4.1,-20.5
19/07/2012,17:45,-12.9,-6.9,-3.8,-22.2
19/07/2012,18:00,-12.7,-7.1,-4.9,-23.9
19/07/2012,18:15,-12.8,-6,-4.4,-22.8
19/07/2012,18:30,-10.2,-5.4,-4.1,-17.7
19/07/2012,18:45,-7.5,-3.9,-1.5,-7.7
19/07/2012,19:00,-6.6,-3.2,-1.2,-7.7
19/07/2012,19:15,-7,-3.2,-1.7,-6.1
19/07/2012,19:30,-6.2,-3.3,-0.9,-8.1
19/07/2012,19:45,-6.8,-3.2,-1,-5.2
19/07/2012,20:00,-7,-3.2,-1,-5.3
19/07/2012,20:15,-6,-3,-1.4,-4.3
19/07/2012,20:30,-5,-2.4,-1,-3.2
19/07/2012,20:45,-5.1,-2.7,-1.2,-3.9
19/07/2012,21:00,-6,-3.1,-0.9,-4.7
19/07/2012,21:15,-4,-1.6,-0.6,0.3
19/07/2012,21:30,-2.4,-1,-0.3,3.7
19/07/2012,21:45,-2.2,-0.9,-0.3,4.2
19/07/2012,22:00,-3,-1,-0.6,2.4
19/07/2012,22:15,-4,-1.2,-0.8,1.3
19/07/2012,22:30,-3.6,-2.6,-1,-0.9
19/07/2012,22:45,-5,-2.5,-1,-2.6
19/07/2012,23:00,-5.6,-2.5,-0.9,-3.8
19/07/2012,23:15,-4.7,-2.6,-1.2,-4
19/07/2012,23:30,-4,-2.3,-0.8,-2.7
19/07/2012,23:45,-2.6,-1.6,-0.4,-0.2
20/07/2012,00:00,-2.2,-0.7,-0.3,1.6
20/07/2012,00:15,-2.4,-0.8,-0.3,1.2
20/07/2012,00:30,-2.4,-1.2,-0.5,-0.3
20/07/2012,00:45,-2.7,-0.9,-0.2,0
20/07/2012,01:00,-3.2,-0.8,-0.5,-1.4
20/07/2012,01:15,-2.5,-0.7,-0.2,0.5
20/07/2012,01:30,-2.3,-0.6,-0.2,0.9
20/07/2012,01:45,-1.5,-0.8,-0.2,1.9
20/07/2012,02:00,-0.9,-0.5,-0.1,2.9
20/07/2012,02:15,-1.2,-0.3,-0.1,2.9
20/07/2012,02:30,-1,-0.5,0,2.7
20/07/2012,02:45,-0.9,-0.5,0,2.8
20/07/2012,03:00,-1.7,-0.8,-0.3,1.2
20/07/2012,03:15,-1.2,-0.6,-0.2,2
20/07/2012,03:30,-1,-0.6,-0.1,2.5
20/07/2012,03:45,-1,-0.6,-0.1,2.2
20/07/2012,04:00,-1.1,-0.8,-0.2,2
20/07/2012,04:15,-1.1,-0.6,-0.1,2.3
20/07/2012,04:30,-1.1,-0.7,-0.2,2.1
20/07/2012,04:45,-1.2,-0.7,-0.2,2.3
20/07/2012,05:00,-1,-0.7,-0.1,3.3
20/07/2012,05:15,-0.9,-0.6,-0.1,4.1
20/07/2012,05:30,-0.9,-0.6,-0.1,4.1
20/07/2012,05:45,-0.9,-0.7,0,4.6
20/07/2012,06:00,-0.7,-0.6,-0.1,5
20/07/2012,06:15,-0.6,-0.8,-0.1,5
20/07/2012,06:30,-0.7,-0.8,-0.1,4.7
20/07/2012,06:45,-0.6,-0.6,-0.1,5.2
20/07/2012,07:00,-0.6,-0.5,-0.1,5.4
20/07/2012,07:15,-0.7,-0.4,0.1,5.7
20/07/2012,07:30,-0.8,-0.5,-0.1,6.1
20/07/2012,07:45,-1,-0.4,-0.1,5.6
20/07/2012,08:00,-0.9,-0.3,0.1,6.1
20/07/2012,08:15,-1,-0.4,0.2,6.4
20/07/2012,08:30,-1.3,-0.6,-0.1,6.8
20/07/2012,08:45,-1.2,-0.7,-0.1,4.8
20/07/2012,09:00,-1.3,-0.6,-0.2,5.8
20/07/2012,09:15,-1.3,-0.5,-0.1,7.7
20/07/2012,09:30,-0.8,-0.4,-0.1,6.6
20/07/2012,09:45,-0.9,-0.6,0,6.6
20/07/2012,10:00,-0.8,-0.7,-0.1,6.4
20/07/2012,10:15,-0.8,-0.5,-0.1,6.6
20/07/2012,10:30,-0.8,-0.5,-0.1,6.5
20/07/2012,10:45,-1,-0.6,-0.1,6.2
20/07/2012,11:00,-0.9,-0.8,-0.2,5.9
20/07/2012,11:15,-0.7,-0.2,-0.1,6.2
20/07/2012,11:30,-0.7,-0.5,-0.1,6.2
20/07/2012,11:45,-0.7,-0.4,0,6.3
20/07/2012,12:00,-1,-0.4,0,6.3
20/07/2012,12:15,-0.8,-0.4,-0.1,6.4
20/07/2012,12:30,-0.9,-0.5,-0.1,6.4
20/07/2012,12:45,-1,-0.3,-0.1,6.5
20/07/2012,13:00,-0.9,-0.3,0.1,5.6
20/07/2012,13:15,-0.9,-0.3,0,5.4
20/07/2012,13:30,-0.9,-0.4,0,4.5
20/07/2012,13:45,-1.2,-0.3,-0.1,3.9
20/07/2012,14:00,-0.9,-0.2,-0.1,4.6
20/07/2012,14:15,-0.9,-0.6,-0.1,4.8
20/07/2012,14:30,-0.9,-0.3,0.2,5.5
20/07/2012,14:45,-0.6,-0.4,-0.1,6.1
20/07/2012,15:00,-0.7,-0.5,-0.1,7.1
20/07/2012,15:15,-0.6,-0.3,0.1,6.6
20/07/2012,15:30,-0.7,-0.4,0.1,6.1
20/07/2012,15:45,-1,-0.5,0.1,6.3
20/07/2012,16:00,-0.9,-0.3,0.1,6.1
20/07/2012,16:15,-0.6,-0.2,0.1,5.9
20/07/2012,16:30,-0.9,-0.3,0,6.3
20/07/2012,16:45,-0.8,-0.3,-0.1,6
20/07/2012,17:00,-0.7,-0.5,-0.1,5.2
20/07/2012,17:15,-0.7,-0.3,-0.1,5.7
20/07/2012,17:30,-0.7,-0.2,0.1,6.2
20/07/2012,17:45,-0.4,-0.1,0.2,7.1
20/07/2012,18:00,-0.3,-0.1,0.1,8.3
20/07/2012,18:15,-0.4,-0.1,0.1,8.2
20/07/2012,18:30,-0.3,-0.1,0.2,8.8
20/07/2012,18:45,-0.5,-0.1,-0.1,8
20/07/2012,19:00,-0.2,-0.1,0.1,8.7
20/07/2012,19:15,-0.2,-0.1,0,8.8
20/07/2012,19:30,-0.2,-0.1,0.2,8.8
20/07/2012,19:45,-0.1,0,0.1,8.5
20/07/2012,20:00,-0.1,0,0.1,9
20/07/2012,20:15,-0.1,-0.1,0.1,8.2
20/07/2012,20:30,-0.4,-0.2,0,7.2
20/07/2012,20:45,-0.7,-0.2,-0.1,6.7
20/07/2012,21:00,-0.6,-0.2,0,7
20/07/2012,21:15,-0.4,-0.2,0,7.3
20/07/2012,21:30,-0.5,-0.2,0,7.3
20/07/2012,21:45,-0.4,-0.2,-0.1,7.5
20/07/2012,22:00,-0.3,-0.2,-0.1,7.8
20/07/2012,22:15,-0.4,-0.1,-0.1,7.8
20/07/2012,22:30,-0.3,-0.3,0,7.4
20/07/2012,22:45,-0.2,-0.2,-0.1,7
20/07/2012,23:00,-0.1,-0.1,0.1,7.1
20/07/2012,23:15,-0.1,0,0.1,7.1
20/07/2012,23:30,0,-0.1,0.2,6.8
20/07/2012,23:45,0,0,0.1,6.9
21/07/2012,00:00,-0.2,0,0.1,6.2
21/07/2012,00:15,-0.3,-0.2,0.1,5.6
21/07/2012,00:30,-0.1,-0.1,0.1,5.5
21/07/2012,00:45,0,-0.1,0.1,5.6
21/07/2012,01:00,0,0,0.1,5.6
21/07/2012,01:15,0,0.1,0.1,5.5
21/07/2012,01:30,0,0.1,0.1,5.5
21/07/2012,01:45,0,0,0.1,5.4
21/07/2012,02:00,0,0,0,5.4
21/07/2012,02:15,0,0,0,5.3
21/07/2012,02:30,0,0,0,5.3
21/07/2012,02:45,0,0,0,5.3
21/07/2012,03:00,0,0,0,5.3
21/07/2012,03:15,0,0,0,5.2
21/07/2012,03:30,0,0,0,5.1
21/07/2012,03:45,0,0,0,5.2
21/07/2012,04:00,0,0,0,5.2
21/07/2012,04:15,0,0,0,5.2
21/07/2012,04:30,0,0,0.1,5.3
21/07/2012,04:45,0,0,0,5.4
21/07/2012,05:00,0,0,0,5.4
21/07/2012,05:15,0,0,0,5.6
21/07/2012,05:30,0,0,0,5.5
21/07/2012,05:45,0,0,0,5.4
21/07/2012,06:00,0,0,0,5.7
21/07/2012,06:15,0,0,0,5.6
21/07/2012,06:30,0,0,0,5.4
21/07/2012,06:45,0,0,0,5.5
21/07/2012,07:00,0,0,0,5.6
21/07/2012,07:15,0,0,0,5.7
21/07/2012,07:30,0,0,0,6
21/07/2012,07:45,0,0,0,6.2
21/07/2012,08:00,0,0,0,6.7
21/07/2012,08:15,0,0,0,7.2
21/07/2012,08:30,0,0,0,7
21/07/2012,08:45,0,0,0,7.1
21/07/2012,09:00,0,0,0,7.4
21/07/2012,09:15,0,0,0,7.4
21/07/2012,09:30,-0.1,0.1,0.1,6.8
21/07/2012,09:45,-0.1,0,0.2,6.8
21/07/2012,10:00,0,0,0,7.4
21/07/2012,10:15,-0.1,0,0,6.7
21/07/2012,10:30,-0.1,0,0,6.4
21/07/2012,10:45,0,0,0,8
21/07/2012,11:00,0,0,0.1,7.8
21/07/2012,11:15,-0.1,0,0.2,7.4
21/07/2012,11:30,0,0,0,6.6
21/07/2012,11:45,0,0,0.1,8.2
21/07/2012,12:00,-0.4,0,0.1,7.9
21/07/2012,12:15,-0.1,0,0,6.8
21/07/2012,12:30,0,0,0.1,6.7
21/07/2012,12:45,-0.1,0,0.2,8.2
21/07/2012,13:00,-0.2,0,0.2,8.1
21/07/2012,13:15,-0.2,-0.3,-0.2,6.3
21/07/2012,13:30,-0.5,-0.2,0.1,4.5
21/07/2012,13:45,-0.4,-0.7,-0.2,4.6
21/07/2012,14:00,-1.7,-0.9,-0.8,3.2
21/07/2012,14:15,-1,-0.4,-0.2,4.1
21/07/2012,14:30,-0.4,-0.3,0.1,4.4
21/07/2012,14:45,-0.3,-0.1,0.1,4.3
21/07/2012,15:00,-0.2,0,0.1,4.5
21/07/2012,15:15,-0.3,-0.3,-0.1,5.1
21/07/2012,15:30,-1,-0.7,-0.2,3.9
21/07/2012,15:45,-1.3,-0.9,-0.4,3.2
21/07/2012,16:00,-1,-0.4,-0.2,4
21/07/2012,16:15,-0.6,-0.4,-0.1,5.3
21/07/2012,16:30,-0.7,-0.5,-0.2,5.2
21/07/2012,16:45,-0.8,-0.5,-0.3,5.1
21/07/2012,17:00,-0.4,-0.4,-0.1,6
21/07/2012,17:15,-0.4,-0.5,-0.2,5.5
21/07/2012,17:30,-0.9,-0.6,-0.3,5
21/07/2012,17:45,-0.6,-0.4,-0.1,5.9
