date,time,cloudcoverage,winddirection,windspeed,airtemp,airpressure,sunshineduration,precipitation
30/12/2011,19:00,8,23,26,30,9956,0,0
30/12/2011,20:00,8,24,35,30,9957,0,0
30/12/2011,21:00,7,24,37,30,9956,0,0
30/12/2011,22:00,8,25,48,32,9957,0,0
30/12/2011,23:00,8,24,41,32,9955,0,0
31/12/2011,00:00,8,24,36,32,9949,0,0
31/12/2011,01:00,8,26,37,30,9948,0,0
31/12/2011,02:00,8,21,23,28,9948,0,0
31/12/2011,03:00,8,19,23,25,9942,0,0
31/12/2011,04:00,8,19,25,28,9938,0,0
31/12/2011,05:00,8,20,25,25,9934,0,0
31/12/2011,06:00,6,16,16,21,9930,0,0
31/12/2011,07:00,8,15,26,24,9926,0,0
31/12/2011,08:00,8,13,25,23,9924,0,0
31/12/2011,09:00,8,14,33,27,9921,0,0
31/12/2011,10:00,8,16,27,30,9920,0,0
31/12/2011,11:00,8,15,34,31,9914,0,0
31/12/2011,12:00,8,16,34,31,9909,0,1
31/12/2011,13:00,8,16,27,35,9905,0,5
31/12/2011,14:00,8,17,28,37,9905,0,1
31/12/2011,15:00,8,17,25,41,9906,0,1
31/12/2011,16:00,8,16,22,45,9909,0,3
31/12/2011,17:00,8,18,20,52,9910,0,2
31/12/2011,18:00,8,16,15,59,9910,0,2
31/12/2011,19:00,7,18,13,64,9913,0,6
31/12/2011,20:00,8,22,20,74,9915,0,1
31/12/2011,21:00,7,23,26,79,9918,0,0
31/12/2011,22:00,7,22,20,80,9916,0,0
31/12/2011,23:00,8,21,24,82,9917,0,2
01/01/2012,00:00,3,21,34,86,9915,0,8
01/01/2012,01:00,7,21,36,88,9915,0,7
01/01/2012,02:00,8,21,31,91,9916,0,1
01/01/2012,03:00,7,22,24,92,9916,0,0
01/01/2012,04:00,8,19,25,91,9913,0,0
01/01/2012,05:00,8,20,30,91,9911,0,1
01/01/2012,06:00,8,20,30,96,9910,0,1
01/01/2012,07:00,8,21,27,97,9912,0,10
01/01/2012,08:00,8,21,41,98,9913,0,3
01/01/2012,09:00,8,22,40,106,9914,0,0
01/01/2012,10:00,8,23,39,106,9918,0,0
01/01/2012,11:00,8,22,47,106,9918,0,16
01/01/2012,12:00,8,22,43,108,9917,0,3
01/01/2012,13:00,8,24,36,113,9912,0,4
01/01/2012,14:00,8,23,29,113,9910,0,1
01/01/2012,15:00,8,19,28,111,9908,0,3
01/01/2012,16:00,8,19,22,108,9904,0,3
01/01/2012,17:00,8,20,31,111,9903,0,5
01/01/2012,18:00,8,19,30,113,9894,0,0
01/01/2012,19:00,7,19,37,118,9887,0,0
01/01/2012,20:00,7,19,43,117,9880,0,8
01/01/2012,21:00,8,20,59,129,9869,0,2
01/01/2012,22:00,8,20,63,130,9860,0,0
01/01/2012,23:00,8,21,75,133,9851,0,0
02/01/2012,00:00,8,21,92,138,9846,0,0
02/01/2012,01:00,8,22,79,135,9842,0,0
02/01/2012,02:00,8,22,67,131,9841,0,0
02/01/2012,03:00,7,25,47,102,9854,0,19
02/01/2012,04:00,8,23,48,94,9855,0,9
02/01/2012,05:00,8,23,52,91,9855,0,13
02/01/2012,06:00,8,22,35,87,9855,0,2
02/01/2012,07:00,8,21,29,87,9854,0,5
02/01/2012,08:00,8,23,33,86,9860,0,7
02/01/2012,09:00,8,26,39,70,9873,0,35
02/01/2012,10:00,8,20,22,67,9878,0,11
02/01/2012,11:00,8,23,35,70,9877,0,1
02/01/2012,12:00,8,24,39,70,9882,0,0
02/01/2012,13:00,8,24,52,70,9888,0,0
02/01/2012,14:00,8,24,45,71,9899,0,0
02/01/2012,15:00,8,24,47,71,9907,0,0
02/01/2012,16:00,7,23,39,66,9914,0,0
02/01/2012,17:00,7,22,37,66,9924,0,0
02/01/2012,18:00,7,22,39,66,9935,0,0
02/01/2012,19:00,7,23,49,43,9944,0,14
02/01/2012,20:00,7,22,37,44,9951,0,0
02/01/2012,21:00,4,24,33,43,9960,0,0
02/01/2012,22:00,4,25,31,41,9967,0,0
02/01/2012,23:00,0,21,32,37,9971,0,0
03/01/2012,00:00,0,19,29,27,9975,0,0
03/01/2012,01:00,3,20,34,33,9977,0,0
03/01/2012,02:00,5,20,32,36,9980,0,0
03/01/2012,03:00,7,20,40,40,9982,0,0
03/01/2012,04:00,5,20,44,41,9975,0,0
03/01/2012,05:00,6,21,56,45,9970,0,0
03/01/2012,06:00,3,20,56,45,9964,0,0
03/01/2012,07:00,2,20,57,46,9952,0,0
03/01/2012,08:00,7,20,59,50,9945,0,0
03/01/2012,09:00,7,20,77,65,9930,30,0
03/01/2012,10:00,7,20,89,71,9914,0,0
03/01/2012,11:00,8,20,106,78,9893,0,0
03/01/2012,12:00,8,21,119,83,9881,0,0
03/01/2012,13:00,8,21,124,90,9862,0,0
03/01/2012,14:00,8,21,113,94,9851,0,0
03/01/2012,15:00,8,21,107,94,9841,0,0
03/01/2012,16:00,8,20,113,98,9825,0,0
03/01/2012,17:00,8,21,130,103,9811,0,1
03/01/2012,18:00,8,22,117,103,9807,0,0
03/01/2012,19:00,8,28,100,84,9827,0,32
03/01/2012,20:00,3,24,66,72,9842,0,8
03/01/2012,21:00,6,25,80,76,9846,0,0
03/01/2012,22:00,7,26,93,71,9858,0,0
03/01/2012,23:00,2,25,56,53,9866,0,0
04/01/2012,00:00,1,25,61,58,9870,0,0
04/01/2012,01:00,0,24,56,52,9871,0,0
04/01/2012,02:00,7,24,49,52,9873,0,0
04/01/2012,03:00,1,24,70,52,9874,0,0
04/01/2012,04:00,2,24,69,48,9875,0,0
04/01/2012,05:00,5,22,55,43,9873,0,0
04/01/2012,06:00,7,23,64,51,9874,0,0
04/01/2012,07:00,8,25,82,44,9881,0,0
04/01/2012,08:00,8,25,71,42,9901,0,2
04/01/2012,09:00,8,26,66,42,9913,0,0
04/01/2012,10:00,8,29,42,40,9930,0,7
04/01/2012,11:00,8,25,66,49,9937,0,4
04/01/2012,12:00,7,24,65,50,9942,0,0
04/01/2012,13:00,8,27,46,42,9941,0,9
04/01/2012,14:00,7,25,48,42,9941,0,24
04/01/2012,15:00,7,24,68,54,9941,0,0
04/01/2012,16:00,8,24,78,53,9944,0,0
04/01/2012,17:00,8,24,66,52,9938,0,0
04/01/2012,18:00,8,24,78,55,9932,0,0
04/01/2012,19:00,8,24,80,57,9916,0,0
04/01/2012,20:00,8,23,72,58,9900,0,0
04/01/2012,21:00,8,23,78,56,9880,0,0
04/01/2012,22:00,8,22,94,53,9848,0,2
04/01/2012,23:00,7,22,93,53,9825,0,2
05/01/2012,00:00,8,23,101,57,9794,0,2
05/01/2012,01:00,8,23,99,58,9778,0,6
05/01/2012,02:00,8,23,93,56,9757,0,16
05/01/2012,03:00,8,23,100,57,9740,0,17
05/01/2012,04:00,8,23,87,58,9719,0,19
05/01/2012,05:00,8,24,109,69,9694,0,18
05/01/2012,06:00,8,27,146,58,9700,0,9
05/01/2012,07:00,8,24,44,23,9696,0,54
05/01/2012,08:00,7,24,55,45,9685,0,0
05/01/2012,09:00,8,23,42,42,9674,0,0
05/01/2012,10:00,8,23,56,49,9670,0,0
05/01/2012,11:00,6,28,80,48,9661,0,20
05/01/2012,12:00,8,27,90,49,9655,2,2
05/01/2012,13:00,6,28,102,58,9661,18,22
05/01/2012,14:00,8,27,102,59,9671,1,0
05/01/2012,15:00,8,27,75,54,9683,0,0
05/01/2012,16:00,7,28,68,42,9702,0,5
05/01/2012,17:00,7,27,56,38,9717,0,0
05/01/2012,18:00,7,28,69,37,9733,0,0
05/01/2012,19:00,8,27,53,39,9745,0,0
05/01/2012,20:00,7,29,74,42,9760,0,0
05/01/2012,21:00,6,27,73,33,9768,0,0
05/01/2012,22:00,7,29,67,33,9780,0,1
05/01/2012,23:00,8,28,77,35,9790,0,0
06/01/2012,00:00,8,27,81,35,9801,0,0
06/01/2012,01:00,8,28,84,38,9806,0,0
06/01/2012,02:00,8,27,73,36,9817,0,0
06/01/2012,03:00,7,29,55,38,9830,0,3
06/01/2012,04:00,8,28,67,40,9842,0,1
06/01/2012,05:00,8,28,55,40,9851,0,13
06/01/2012,06:00,8,30,49,39,9869,0,3
06/01/2012,07:00,6,32,32,32,9885,0,16
06/01/2012,08:00,8,32,39,36,9903,0,3
06/01/2012,09:00,7,30,39,39,9921,0,1
06/01/2012,10:00,8,31,53,42,9937,0,4
06/01/2012,11:00,7,29,35,45,9947,3,1
06/01/2012,12:00,7,29,38,54,9953,13,0
06/01/2012,13:00,8,28,48,52,9963,0,0
06/01/2012,14:00,7,31,36,42,9974,0,4
06/01/2012,15:00,6,31,27,45,9982,10,0
06/01/2012,16:00,5,29,38,42,9987,0,0
06/01/2012,17:00,3,28,9,28,9993,0,0
06/01/2012,18:00,6,3,7,32,10003,0,1
06/01/2012,19:00,8,24,25,37,10008,0,0
06/01/2012,20:00,7,25,30,38,10012,0,4
06/01/2012,21:00,7,25,34,41,10012,0,2
06/01/2012,22:00,8,24,44,42,10007,0,0
06/01/2012,23:00,8,24,46,40,10003,0,0
07/01/2012,00:00,7,24,55,40,9997,0,0
07/01/2012,01:00,8,24,55,36,9988,0,0
07/01/2012,02:00,8,23,53,35,9979,0,0
07/01/2012,03:00,8,22,43,37,9967,0,0
07/01/2012,04:00,8,22,44,38,9957,0,1
07/01/2012,05:00,8,23,44,42,9944,0,2
07/01/2012,06:00,8,24,53,44,9933,0,9
07/01/2012,07:00,8,24,50,46,9923,0,6
07/01/2012,08:00,8,23,70,51,9920,0,12
07/01/2012,09:00,8,24,61,56,9915,0,10
07/01/2012,10:00,8,25,68,65,9916,0,7
07/01/2012,11:00,7,27,57,69,9916,0,4
07/01/2012,12:00,7,27,69,72,9913,6,0
07/01/2012,13:00,8,27,62,65,9915,0,2
07/01/2012,14:00,8,27,64,66,9919,0,0
07/01/2012,15:00,8,27,54,62,9923,0,0
07/01/2012,16:00,8,26,78,54,9930,0,0
07/01/2012,17:00,8,29,59,41,9941,0,28
07/01/2012,18:00,8,27,43,44,9950,0,0
07/01/2012,19:00,8,26,44,46,9954,0,0
07/01/2012,20:00,8,27,54,49,9958,0,1
07/01/2012,21:00,8,26,52,49,9964,0,0
07/01/2012,22:00,8,25,56,45,9966,0,2
07/01/2012,23:00,8,25,52,45,9964,0,17
08/01/2012,00:00,8,27,46,47,9965,0,0
08/01/2012,01:00,8,25,56,50,9963,0,0
08/01/2012,02:00,8,25,57,49,9963,0,1
08/01/2012,03:00,8,26,69,48,9964,0,6
08/01/2012,04:00,7,35,39,34,9965,0,33
08/01/2012,05:00,8,26,41,42,9959,0,0
08/01/2012,06:00,8,25,42,43,9959,0,0
08/01/2012,07:00,8,24,64,46,9959,0,3
08/01/2012,08:00,8,25,58,48,9967,0,5
08/01/2012,09:00,8,26,66,50,9971,0,4
08/01/2012,10:00,8,26,58,50,9971,0,3
08/01/2012,11:00,8,29,37,52,9977,0,10
08/01/2012,12:00,8,30,54,53,9980,0,8
08/01/2012,13:00,8,28,46,56,9982,0,0
08/01/2012,14:00,8,27,47,54,9988,0,2
08/01/2012,15:00,7,26,30,53,9993,0,2
08/01/2012,16:00,7,28,32,48,10002,0,4
08/01/2012,17:00,7,26,34,50,10011,0,0
08/01/2012,18:00,7,27,37,47,10019,0,0
08/01/2012,19:00,7,27,31,44,10023,0,0
08/01/2012,20:00,8,31,30,40,10033,0,5
08/01/2012,21:00,7,28,23,38,10037,0,1
08/01/2012,22:00,7,31,16,36,10042,0,0
08/01/2012,23:00,8,28,25,38,10046,0,0
09/01/2012,00:00,8,28,27,39,10049,0,0
09/01/2012,01:00,3,30,15,34,10054,0,0
09/01/2012,02:00,8,29,14,33,10057,0,0
09/01/2012,03:00,8,7,4,36,10058,0,0
09/01/2012,04:00,7,24,15,40,10059,0,0
09/01/2012,05:00,8,24,28,45,10057,0,0
09/01/2012,06:00,8,24,20,47,10058,0,0
09/01/2012,07:00,8,23,29,48,10057,0,4
09/01/2012,08:00,8,23,27,46,10059,0,5
09/01/2012,09:00,8,20,27,45,10057,0,4
09/01/2012,10:00,8,21,18,48,10058,0,9
09/01/2012,11:00,8,23,26,54,10056,0,19
09/01/2012,12:00,-1,26,44,60,10052,0,6
09/01/2012,13:00,8,26,47,66,10053,0,0
09/01/2012,14:00,8,25,46,68,10052,0,0
09/01/2012,15:00,8,24,42,69,10053,0,0
09/01/2012,16:00,8,25,48,70,10055,0,0
09/01/2012,17:00,8,25,48,70,10059,0,0
09/01/2012,18:00,8,25,50,70,10058,0,0
09/01/2012,19:00,8,25,51,70,10061,0,0
09/01/2012,20:00,8,26,49,68,10064,0,1
09/01/2012,21:00,7,27,54,70,10067,0,1
09/01/2012,22:00,8,28,52,71,10070,0,3
09/01/2012,23:00,8,27,59,71,10074,0,0
10/01/2012,00:00,8,30,46,69,10083,0,5
10/01/2012,01:00,7,28,35,65,10088,0,0
10/01/2012,02:00,8,29,43,64,10096,0,0
10/01/2012,03:00,7,30,24,60,10100,0,0
10/01/2012,04:00,7,30,17,54,10104,0,0
10/01/2012,05:00,7,28,30,45,10109,0,0
10/01/2012,06:00,3,28,29,44,10112,0,0
10/01/2012,07:00,5,27,17,34,10118,0,0
10/01/2012,08:00,8,27,11,26,10123,0,0
10/01/2012,09:00,7,29,7,37,10130,0,0
10/01/2012,10:00,7,25,27,50,10135,0,0
10/01/2012,11:00,7,26,28,50,10133,0,0
10/01/2012,12:00,7,26,29,54,10127,0,0
10/01/2012,13:00,7,27,27,57,10128,1,0
10/01/2012,14:00,7,25,29,63,10127,0,0
10/01/2012,15:00,7,25,53,63,10130,0,0
10/01/2012,16:00,7,24,31,55,10133,0,0
10/01/2012,17:00,7,26,37,58,10134,0,0
10/01/2012,18:00,7,21,10,53,10133,0,0
10/01/2012,19:00,8,17,14,52,10132,0,0
10/01/2012,20:00,8,21,21,62,10130,0,0
10/01/2012,21:00,8,22,28,68,10127,0,0
10/01/2012,22:00,8,22,23,69,10126,0,0
10/01/2012,23:00,8,23,35,72,10122,0,0
11/01/2012,00:00,8,22,39,71,10120,0,0
11/01/2012,01:00,8,23,26,70,10116,0,0
11/01/2012,02:00,8,22,38,70,10116,0,0
11/01/2012,03:00,8,24,47,73,10113,0,0
11/01/2012,04:00,7,27,35,70,10112,0,0
11/01/2012,05:00,7,25,18,69,10112,0,0
11/01/2012,06:00,8,24,20,70,10110,0,0
11/01/2012,07:00,7,25,35,74,10109,0,0
11/01/2012,08:00,8,24,44,75,10111,0,0
11/01/2012,09:00,8,25,43,76,10116,0,0
11/01/2012,10:00,8,25,47,77,10119,0,0
11/01/2012,11:00,8,24,50,81,10119,0,0
11/01/2012,12:00,8,25,46,82,10114,0,0
11/01/2012,13:00,8,24,43,76,10114,0,0
11/01/2012,14:00,8,25,37,79,10112,0,1
11/01/2012,15:00,8,26,25,74,10119,0,1
11/01/2012,16:00,8,25,27,73,10121,0,5
11/01/2012,17:00,8,24,38,72,10120,0,5
11/01/2012,18:00,8,24,39,72,10119,0,3
11/01/2012,19:00,8,24,39,71,10118,0,2
11/01/2012,20:00,8,25,47,72,10116,0,1
11/01/2012,21:00,8,25,46,73,10113,0,0
11/01/2012,22:00,8,24,47,72,10109,0,0
11/01/2012,23:00,8,24,46,72,10106,0,1
12/01/2012,00:00,8,23,47,72,10100,0,5
12/01/2012,01:00,7,23,52,74,10089,0,0
12/01/2012,02:00,8,24,51,73,10084,0,1
12/01/2012,03:00,8,24,54,74,10074,0,1
12/01/2012,04:00,8,24,62,74,10064,0,1
12/01/2012,05:00,8,24,70,75,10053,0,0
12/01/2012,06:00,8,24,56,76,10042,0,0
12/01/2012,07:00,8,24,49,76,10034,0,0
12/01/2012,08:00,8,24,74,77,10027,0,0
12/01/2012,09:00,8,24,63,76,10021,0,0
12/01/2012,10:00,8,25,57,79,10017,0,0
12/01/2012,11:00,7,25,101,84,10002,1,0
12/01/2012,12:00,8,25,112,85,9988,2,0
12/01/2012,13:00,8,24,81,71,9978,0,1
12/01/2012,14:00,8,24,97,71,9969,0,6
12/01/2012,15:00,8,25,91,73,9966,0,11
12/01/2012,16:00,7,27,62,73,9975,0,22
12/01/2012,17:00,8,32,70,64,9986,0,1
12/01/2012,18:00,7,31,35,59,9998,0,3
12/01/2012,19:00,7,27,35,56,10002,0,0
12/01/2012,20:00,7,30,41,37,10013,0,26
12/01/2012,21:00,7,27,54,41,10019,0,0
12/01/2012,22:00,8,26,49,41,10020,0,0
12/01/2012,23:00,7,26,61,40,10025,0,0
13/01/2012,00:00,8,26,57,38,10023,0,0
13/01/2012,01:00,8,27,65,38,10022,0,0
13/01/2012,02:00,8,30,44,33,10024,0,7
13/01/2012,03:00,8,26,61,35,10021,0,5
13/01/2012,04:00,8,27,61,36,10022,0,0
13/01/2012,05:00,8,26,58,32,10022,0,0
13/01/2012,06:00,8,28,59,30,10023,0,0
13/01/2012,07:00,8,28,53,32,10023,0,1
13/01/2012,08:00,8,29,56,25,10026,0,4
13/01/2012,09:00,6,30,30,17,10034,0,11
13/01/2012,10:00,7,28,39,25,10038,0,1
13/01/2012,11:00,7,28,54,33,10036,10,3
13/01/2012,12:00,7,29,55,38,10037,9,0
13/01/2012,13:00,7,29,61,41,10035,0,0
13/01/2012,14:00,7,28,77,42,10033,0,0
13/01/2012,15:00,7,28,53,46,10036,0,0
13/01/2012,16:00,8,29,57,41,10040,0,1
13/01/2012,17:00,7,29,64,45,10046,0,0
13/01/2012,18:00,7,29,57,45,10050,0,0
13/01/2012,19:00,7,29,49,45,10055,0,0
13/01/2012,20:00,7,29,53,40,10058,0,0
13/01/2012,21:00,6,28,49,30,10058,0,0
13/01/2012,22:00,5,29,45,29,10058,0,0
13/01/2012,23:00,7,28,48,24,10061,0,1
14/01/2012,00:00,7,27,25,20,10062,0,0
14/01/2012,01:00,8,28,41,23,10062,0,0
14/01/2012,02:00,8,27,32,21,10065,0,0
14/01/2012,03:00,4,27,29,16,10064,0,1
14/01/2012,04:00,7,30,22,18,10063,0,0
14/01/2012,05:00,7,27,22,13,10063,0,0
14/01/2012,06:00,7,28,25,12,10062,0,0
14/01/2012,07:00,6,30,18,11,10062,0,0
14/01/2012,08:00,8,29,18,11,10067,0,0
14/01/2012,09:00,7,29,24,11,10069,0,0
14/01/2012,10:00,7,29,22,15,10072,0,0
14/01/2012,11:00,7,28,24,23,10072,0,0
14/01/2012,12:00,7,28,25,29,10071,0,0
14/01/2012,13:00,6,28,27,37,10067,0,0
14/01/2012,14:00,7,27,27,41,10064,0,0
14/01/2012,15:00,7,31,24,43,10065,0,0
14/01/2012,16:00,7,28,17,34,10066,0,0
14/01/2012,17:00,7,26,21,33,10066,0,0
14/01/2012,18:00,7,29,15,30,10067,0,0
14/01/2012,19:00,7,31,2,24,10068,0,0
14/01/2012,20:00,7,32,10,25,10070,0,0
14/01/2012,21:00,8,30,6,24,10070,0,0
14/01/2012,22:00,7,4,7,11,10067,0,0
14/01/2012,23:00,7,31,8,15,10068,0,0
15/01/2012,00:00,8,32,9,15,10067,0,0
15/01/2012,01:00,8,1,4,9,10067,0,0
15/01/2012,02:00,8,26,8,6,10067,0,0
15/01/2012,03:00,1,8,1,-2,10066,0,0
15/01/2012,04:00,4,12,12,-16,10066,0,0
15/01/2012,05:00,7,4,7,-13,10067,0,0
15/01/2012,06:00,7,17,9,-4,10071,0,0
15/01/2012,07:00,7,34,7,-1,10074,0,0
15/01/2012,08:00,6,33,9,-4,10076,0,0
15/01/2012,09:00,6,4,9,-4,10079,0,0
15/01/2012,10:00,5,14,4,-2,10080,0,0
15/01/2012,11:00,6,4,8,-1,10079,7,0
15/01/2012,12:00,1,3,12,9,10076,60,0
15/01/2012,13:00,1,5,11,18,10070,60,0
15/01/2012,14:00,2,26,7,37,10069,60,0
15/01/2012,15:00,1,1,24,26,10070,60,0
15/01/2012,16:00,1,4,21,-2,10072,23,0
15/01/2012,17:00,1,6,5,-12,10074,0,0
15/01/2012,18:00,0,9,10,-20,10074,0,0
15/01/2012,19:00,0,4,7,-24,10074,0,0
15/01/2012,20:00,0,11,9,-30,10077,0,0
15/01/2012,21:00,0,0,0,-30,10079,0,0
15/01/2012,22:00,0,5,9,-33,10082,0,0
15/01/2012,23:00,0,0,0,-33,10082,0,0
16/01/2012,00:00,0,4,9,-37,10078,0,0
16/01/2012,01:00,0,4,13,-38,10077,0,0
16/01/2012,02:00,0,4,13,-40,10074,0,0
16/01/2012,03:00,0,3,13,-43,10075,0,0
16/01/2012,04:00,0,8,9,-45,10076,0,0
16/01/2012,05:00,0,3,8,-43,10077,0,0
16/01/2012,06:00,0,2,8,-37,10077,0,0
16/01/2012,07:00,3,8,4,-35,10081,0,0
16/01/2012,08:00,2,3,13,-40,10085,0,0
16/01/2012,09:00,1,7,7,-22,10086,47,0
16/01/2012,10:00,1,5,4,-3,10089,60,0
16/01/2012,11:00,1,35,6,15,10090,60,0
16/01/2012,12:00,1,27,3,34,10088,60,0
16/01/2012,13:00,1,9,2,41,10082,60,0
16/01/2012,14:00,1,19,10,41,10082,60,0
16/01/2012,15:00,1,17,8,34,10082,60,0
16/01/2012,16:00,1,10,9,1,10085,26,0
16/01/2012,17:00,1,10,10,-13,10087,0,0
16/01/2012,18:00,1,4,8,-20,10088,0,0
16/01/2012,19:00,1,36,9,-25,10090,0,0
16/01/2012,20:00,1,9,5,-31,10091,0,0
16/01/2012,21:00,4,22,2,-36,10096,0,0
16/01/2012,22:00,7,5,12,-34,10096,0,0
16/01/2012,23:00,8,9,6,-31,10096,0,0
17/01/2012,00:00,8,5,7,-30,10093,0,0
17/01/2012,01:00,7,4,1,-32,10095,0,0
17/01/2012,02:00,8,10,6,-37,10095,0,0
17/01/2012,03:00,5,11,9,-42,10095,0,0
17/01/2012,04:00,3,5,10,-45,10093,0,0
17/01/2012,05:00,2,5,8,-42,10092,0,0
17/01/2012,06:00,6,6,5,-43,10094,0,0
17/01/2012,07:00,4,6,3,-47,10100,0,0
17/01/2012,08:00,5,6,6,-44,10105,0,0
17/01/2012,09:00,5,4,8,-38,10108,0,0
17/01/2012,10:00,5,0,0,-18,10107,21,0
17/01/2012,11:00,5,20,13,8,10106,60,0
17/01/2012,12:00,6,19,15,15,10106,60,0
17/01/2012,13:00,7,20,17,21,10101,60,0
17/01/2012,14:00,7,19,12,26,10101,60,0
17/01/2012,15:00,7,16,5,17,10101,31,0
17/01/2012,16:00,5,10,13,-11,10102,7,0
17/01/2012,17:00,5,5,9,-20,10103,0,0
17/01/2012,18:00,4,4,10,-24,10103,0,0
17/01/2012,19:00,4,5,11,-32,10106,0,0
17/01/2012,20:00,2,4,10,-34,10107,0,0
17/01/2012,21:00,0,4,7,-33,10109,0,0
17/01/2012,22:00,0,8,9,-37,10109,0,0
17/01/2012,23:00,0,6,4,-38,10110,0,0
18/01/2012,00:00,0,8,9,-38,10109,0,0
18/01/2012,01:00,0,5,13,-40,10106,0,0
18/01/2012,02:00,0,6,10,-41,10104,0,0
18/01/2012,03:00,0,12,3,-41,10098,0,0
18/01/2012,04:00,0,4,10,-41,10103,0,0
18/01/2012,05:00,2,12,18,-41,10099,0,0
18/01/2012,06:00,3,13,14,-40,10095,0,0
18/01/2012,07:00,5,13,22,-14,10089,0,0
18/01/2012,08:00,6,8,7,-39,10090,0,0
18/01/2012,09:00,7,12,11,-16,10090,14,0
18/01/2012,10:00,7,17,15,17,10086,56,0
18/01/2012,11:00,7,20,16,41,10080,60,0
18/01/2012,12:00,7,21,22,46,10075,60,0
18/01/2012,13:00,7,23,27,45,10069,27,0
18/01/2012,14:00,7,21,21,42,10059,16,0
18/01/2012,15:00,7,20,19,36,10054,0,0
18/01/2012,16:00,8,17,21,26,10047,0,0
18/01/2012,17:00,8,20,27,32,10044,0,0
18/01/2012,18:00,8,20,25,35,10036,0,0
18/01/2012,19:00,8,19,21,27,10032,0,7
18/01/2012,20:00,8,24,22,28,10030,0,11
18/01/2012,21:00,8,24,24,30,10028,0,16
18/01/2012,22:00,7,25,35,34,10030,0,17
18/01/2012,23:00,8,24,46,37,10024,0,8
19/01/2012,00:00,8,25,48,39,10019,0,8
19/01/2012,01:00,8,25,37,41,10017,0,4
19/01/2012,02:00,8,25,41,42,10014,0,0
19/01/2012,03:00,8,24,38,42,10005,0,1
19/01/2012,04:00,8,22,13,42,10000,0,0
19/01/2012,05:00,8,21,31,46,9987,0,1
19/01/2012,06:00,8,11,11,39,9977,0,1
19/01/2012,07:00,8,19,15,44,9967,0,7
19/01/2012,08:00,8,19,16,46,9961,0,39
19/01/2012,09:00,8,17,16,47,9944,0,27
19/01/2012,10:00,8,36,24,45,9939,0,34
19/01/2012,11:00,8,2,9,45,9930,0,27
19/01/2012,12:00,8,21,11,48,9925,0,18
19/01/2012,13:00,8,28,21,47,9921,0,21
19/01/2012,14:00,8,23,33,44,9919,0,11
19/01/2012,15:00,8,26,43,48,9921,0,7
19/01/2012,16:00,8,26,44,49,9927,0,4
19/01/2012,17:00,7,25,55,52,9931,0,0
19/01/2012,18:00,7,26,58,51,9937,0,0
19/01/2012,19:00,7,26,45,49,9941,0,0
19/01/2012,20:00,7,25,53,49,9944,0,0
19/01/2012,21:00,7,26,52,46,9942,0,0
19/01/2012,22:00,7,23,32,42,9936,0,0
19/01/2012,23:00,8,22,33,40,9927,0,0
20/01/2012,00:00,8,23,44,42,9915,0,0
20/01/2012,01:00,7,22,49,44,9896,0,0
20/01/2012,02:00,7,26,59,27,9899,0,12
20/01/2012,03:00,8,25,48,24,9903,0,0
20/01/2012,04:00,7,25,46,17,9901,0,9
20/01/2012,05:00,8,26,72,27,9904,0,1
20/01/2012,06:00,8,26,66,26,9907,0,1
20/01/2012,07:00,7,27,65,28,9912,0,1
20/01/2012,08:00,8,28,76,16,9922,0,2
20/01/2012,09:00,7,26,46,22,9927,0,10
20/01/2012,10:00,7,27,45,28,9933,0,0
20/01/2012,11:00,7,25,55,31,9935,0,0
20/01/2012,12:00,7,26,54,34,9936,0,0
20/01/2012,13:00,7,26,55,37,9933,0,0
20/01/2012,14:00,6,25,53,42,9930,30,0
20/01/2012,15:00,7,26,43,30,9930,8,0
20/01/2012,16:00,8,25,33,27,9932,0,0
20/01/2012,17:00,8,24,44,20,9936,0,0
20/01/2012,18:00,8,26,22,18,9937,0,11
20/01/2012,19:00,8,25,38,19,9942,0,0
20/01/2012,20:00,8,26,30,19,9945,0,0
20/01/2012,21:00,8,26,48,18,9951,0,0
20/01/2012,22:00,8,26,36,15,9956,0,0
20/01/2012,23:00,7,25,46,16,9960,0,1
21/01/2012,00:00,8,24,36,18,9960,0,0
21/01/2012,01:00,8,25,29,19,9957,0,0
21/01/2012,02:00,8,24,36,17,9957,0,0
21/01/2012,03:00,8,21,21,17,9951,0,0
21/01/2012,04:00,8,21,29,23,9944,0,0
21/01/2012,05:00,8,19,35,24,9926,0,0
21/01/2012,06:00,8,19,32,24,9914,0,0
21/01/2012,07:00,8,18,31,12,9902,0,9
21/01/2012,08:00,8,20,40,20,9889,0,16
21/01/2012,09:00,8,19,45,26,9869,0,16
21/01/2012,10:00,8,21,44,43,9854,0,18
21/01/2012,11:00,8,23,52,54,9842,0,12
21/01/2012,12:00,8,24,79,66,9832,0,7
21/01/2012,13:00,8,25,70,75,9823,0,6
21/01/2012,14:00,8,25,75,81,9816,0,7
21/01/2012,15:00,8,30,48,63,9819,0,3
21/01/2012,16:00,8,27,37,61,9817,0,11
21/01/2012,17:00,8,27,46,64,9813,0,4
21/01/2012,18:00,8,27,62,63,9817,0,0
21/01/2012,19:00,8,25,68,61,9815,0,0
21/01/2012,20:00,8,25,62,59,9811,0,7
21/01/2012,21:00,8,27,87,47,9824,0,1
21/01/2012,22:00,8,27,68,51,9828,0,0
21/01/2012,23:00,8,26,74,56,9831,0,0
22/01/2012,00:00,8,26,76,52,9836,0,1
